study-order,layer,group,course,topic-id,topic-code,topic-name,question-number,question-numbers,question-id,source-blank-count,canonical-occurrences,active-copy-occurrences,total-occurrences,current-types,marker-occurrences,ledger-status,seed-state,seed-source,keyboard-answer,correct-label,correct-content,source-prompt,current-content,layout-template,canonical-placements,active-copy-placements
38,23,Mathematical-Foundations,MF1,2452,MF1.2.4.3,Converting Between Percentages and Decimals,1,1,170874,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,0.09,,,"Expressed as a decimal in its simplest form, [MATH: 9% =][FREE_ENTRY 1].","Expressed as a decimal in its simplest form, $9% =$

Answer: ==0.09==.","Expressed as a decimal in its simplest form, $9% =$

Answer: ==0.09==.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.4. Percentages/Lessons/2.4.3. Converting Between Percentages and Decimals.md,
39,23,Mathematical-Foundations,MF1,2452,MF1.2.4.3,Converting Between Percentages and Decimals,5,5,185360,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,90,,,"Express the following decimal as a whole number percentage.[MATH: 0.9 =]
[FREE_ENTRY 1]
[MATH: %]","Express the decimal as a percentage.

$0.9 =$ ==90==%.","Express the decimal as a percentage.

$0.9 =$ ==90==%.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.4. Percentages/Lessons/2.4.3. Converting Between Percentages and Decimals.md,
40,23,Mathematical-Foundations,MF1,2452,MF1.2.4.3,Converting Between Percentages and Decimals,6,6,171115,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,61.6,,,"Express the following decimal as a decimal percentage in its simplest form.[MATH: 0.616 =]
[FREE_ENTRY 1]
[MATH: %]","Express the decimal as a percentage.

$0.616 =$ ==61.6==%.","Express the decimal as a percentage.

$0.616 =$ ==61.6==%.",vault/MA/Mathematical-Foundations/MF1/2. Ratios & Percentages/2.4. Percentages/Lessons/2.4.3. Converting Between Percentages and Decimals.md,
41,23,Mathematical-Foundations,MF1,327,MF1.3.1.1,Subtracting a Positive Number From a Smaller Positive Number,2,2,171013,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-5,,,[MATH: 3 − 8 =][FREE_ENTRY 1],"$3 - 8 =$

Answer: ==-5==.","$3 - 8 =$

Answer: ==-5==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.1. Subtracting a Positive Number From a Smaller Positive Number.md,
42,23,Mathematical-Foundations,MF1,327,MF1.3.1.1,Subtracting a Positive Number From a Smaller Positive Number,3,3,236764,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-5,,,[MATH: 7 − 12 =][FREE_ENTRY 1],"$7 - 12 =$

Answer: ==-5==.","$7 - 12 =$

Answer: ==-5==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.1. Subtracting a Positive Number From a Smaller Positive Number.md,
43,23,Mathematical-Foundations,MF1,327,MF1.3.1.1,Subtracting a Positive Number From a Smaller Positive Number,4,4,170960,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-24,,,[MATH: 12 − 36 =][FREE_ENTRY 1],"$12 - 36 =$

Answer: ==-24==.","$12 - 36 =$

Answer: ==-24==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.1. Subtracting a Positive Number From a Smaller Positive Number.md,
44,23,Mathematical-Foundations,MF1,327,MF1.3.1.1,Subtracting a Positive Number From a Smaller Positive Number,6,6,174309,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-158,,,[MATH: 206 − 364 =][FREE_ENTRY 1],"$206 - 364 =$

Answer: ==-158==.","$206 - 364 =$

Answer: ==-158==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.1. Subtracting a Positive Number From a Smaller Positive Number.md,
45,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,4,4,172133,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,9/5,,,"By writing both mixed numbers as improper fractions, find the value of [MATH: 4(3)/(10) − 2(1)/(2).] Express your answer as a fraction in its lowest terms.[MATH: 4(3)/(10) − 2(1)/(2) =]
[FREE_ENTRY 1]","By writing both mixed numbers as improper fractions, find the value of $4\frac{3}{10} - 2\frac{1}{2}$. Express your answer as a fraction in its lowest terms.$4\frac{3}{10} - 2\frac{1}{2} =$

Answer: ==9/5==.","By writing both mixed numbers as improper fractions, find the value of $4\frac{3}{10} - 2\frac{1}{2}$. Express your answer as a fraction in its lowest terms.$4\frac{3}{10} - 2\frac{1}{2} =$

Answer: ==9/5==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
46,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,5,5,172132,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,8/15,,,"By writing both mixed numbers as improper fractions, find the value of [MATH: 2(1)/(5) − 1(2)/(3).][MATH: 2(1)/(5) − 1(2)/(3) =]
[FREE_ENTRY 1]","By writing both mixed numbers as improper fractions, find the value of $2\frac{1}{5} - 1\frac{2}{3}$.$2\frac{1}{5} - 1\frac{2}{3} =$

Answer: ==8/15==.","By writing both mixed numbers as improper fractions, find the value of $2\frac{1}{5} - 1\frac{2}{3}$.$2\frac{1}{5} - 1\frac{2}{3} =$

Answer: ==8/15==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
47,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,6,6,172134,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1 5/6,,,"By writing both mixed numbers as improper fractions, find the value of [MATH: 4(2)/(3) − 2(5)/(6).] Express your answer as a mixed number in its lowest terms.[MATH: 4(2)/(3) − 2(5)/(6) =]
[FREE_ENTRY 1]","By writing both mixed numbers as improper fractions, find the value of $4\frac{2}{3} - 2\frac{5}{6}$. Express your answer as a mixed number in its lowest terms.$4\frac{2}{3} - 2\frac{5}{6} =$

Answer: ==1 5/6==.","By writing both mixed numbers as improper fractions, find the value of $4\frac{2}{3} - 2\frac{5}{6}$. Express your answer as a mixed number in its lowest terms.$4\frac{2}{3} - 2\frac{5}{6} =$

Answer: ==1 5/6==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
48,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,7,7,212486,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1 1/2,,,"By writing both mixed numbers as improper fractions, find the value of [MATH: 5(1)/(6) − 3(2)/(3).] Express your answer as a mixed number in its lowest terms.[MATH: 5(1)/(6) − 3(2)/(3) =]
[FREE_ENTRY 1]","By writing both mixed numbers as improper fractions, find the value of $5\frac{1}{6} - 3\frac{2}{3}$. Express your answer as a mixed number in its lowest terms.$5\frac{1}{6} - 3\frac{2}{3} =$

Answer: ==1 1/2==.","By writing both mixed numbers as improper fractions, find the value of $5\frac{1}{6} - 3\frac{2}{3}$. Express your answer as a mixed number in its lowest terms.$5\frac{1}{6} - 3\frac{2}{3} =$

Answer: ==1 1/2==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
49,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,8,8,212495,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1 2/3,,,"Expressed as a mixed number in its lowest terms, [MATH: 4(1)/(15) − 2(2)/(5) =][FREE_ENTRY 1].","Expressed as a mixed number in its lowest terms, $4\frac{1}{15} - 2\frac{2}{5} =$

Answer: ==1 2/3==.","Expressed as a mixed number in its lowest terms, $4\frac{1}{15} - 2\frac{2}{5} =$

Answer: ==1 2/3==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
50,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,10,10,212533,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2 1/3,,,"By writing both mixed numbers as improper fractions, find the value of [MATH: 4(1)/(12) − 1(3)/(4).] Express your answer as a mixed number in its lowest terms.[MATH: 4(1)/(12) − 1(3)/(4) =]
[FREE_ENTRY 1]","By writing both mixed numbers as improper fractions, find the value of $4\frac{1}{12} - 1\frac{3}{4}$. Express your answer as a mixed number in its lowest terms.$4\frac{1}{12} - 1\frac{3}{4} =$

Answer: ==2 1/3==.","By writing both mixed numbers as improper fractions, find the value of $4\frac{1}{12} - 1\frac{3}{4}$. Express your answer as a mixed number in its lowest terms.$4\frac{1}{12} - 1\frac{3}{4} =$

Answer: ==2 1/3==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
51,24,Mathematical-Foundations,MF1,525,MF1.1.3.3,Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions,11,11,212540,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3 1/2,,,"Expressed as a mixed number in its lowest terms, [MATH: 7(1)/(6) − 3(2)/(3) =][FREE_ENTRY 1].","Expressed as a mixed number in its lowest terms, $7\frac{1}{6} - 3\frac{2}{3} =$

Answer: ==3 1/2==.","Expressed as a mixed number in its lowest terms, $7\frac{1}{6} - 3\frac{2}{3} =$

Answer: ==3 1/2==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.3. Adding and Subtracting Mixed Numbers/Lessons/1.3.3. Subtracting Mixed Numbers With Unlike Denominators Using Improper Fractions.md,
52,24,Mathematical-Foundations,MF1,2459,MF1.1.4.11,Multiplying Fractions by Swapping Denominators,7,7,208014,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2/25,,,"Expressed as a fraction in its lowest terms, [MATH: (1)/(10) × (4)/(5) =][FREE_ENTRY 1].","Expressed as a fraction in its lowest terms, $\frac{1}{10} \cdot \frac{4}{5} =$

Answer: ==2/25==.","Expressed as a fraction in its lowest terms, $\frac{1}{10} \cdot \frac{4}{5} =$

Answer: ==2/25==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.4. Multiplying Fractions/Lessons/1.4.11. Multiplying Fractions by Swapping Denominators.md,
53,24,Mathematical-Foundations,MF1,2459,MF1.1.4.11,Multiplying Fractions by Swapping Denominators,8,8,208043,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,10/21,,,"Expressed as a fraction in lowest terms, [MATH: (5)/(9) × (6)/(7) =][FREE_ENTRY 1].","Expressed as a fraction in lowest terms, $\frac{5}{9} \cdot \frac{6}{7} =$

Answer: ==10/21==.","Expressed as a fraction in lowest terms, $\frac{5}{9} \cdot \frac{6}{7} =$

Answer: ==10/21==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.4. Multiplying Fractions/Lessons/1.4.11. Multiplying Fractions by Swapping Denominators.md,
54,24,Mathematical-Foundations,MF1,2438,MF1.1.5.11,Dividing Fractions Using Models,2,2,222772,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3/2,,,"Use the model above to compute the following result. Express your answer as an improper fraction in its lowest terms.[MATH: (3)/(4) ÷ (2)/(4) =]
[FREE_ENTRY 1]","![](<../Source/1.5.11. Dividing Fractions Using Models/Images/q-222772.png>)

Use the model above to compute the following result. Express your answer as an improper fraction in its lowest terms. $\frac{3}{4} \div \frac{2}{4} =$

Answer: ==3/2==.","{{image-1}}

Use the model above to compute the following result. Express your answer as an improper fraction in its lowest terms. $\frac{3}{4} \div \frac{2}{4} =$

Answer: ==3/2==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.5. Dividing Fractions/Lessons/1.5.11. Dividing Fractions Using Models.md,
55,24,Mathematical-Foundations,MF1,2438,MF1.1.5.11,Dividing Fractions Using Models,3,3,222925,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3,,,"Use the model above to determine the missing number in the equation below.

| [MATH: 3] | [MATH: ÷] | [MATH: 1] | [MATH: =] | [FREE_ENTRY 1] |
| [MATH: 4] | [MATH: 2] | [MATH: 2] |","![](<../Source/1.5.11. Dividing Fractions Using Models/Images/q-222925.png>)

Use the model above to determine the missing number in the equation below.

| $3$ | $\div$ | $1$ | $=$ | $? $ |
| ---: | :---: | ---: | :---: | ---: |
| $4$ |  | $2$ |  | $2$ |

What numerator completes the final fraction?

Answer: ==3==.","{{image-1}}

Use the model above to determine the missing number in the equation below.

| $3$ | $\div$ | $1$ | $=$ | $? $ |
| ---: | :---: | ---: | :---: | ---: |
| $4$ |  | $2$ |  | $2$ |

What numerator completes the final fraction?

Answer: ==3==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.5. Dividing Fractions/Lessons/1.5.11. Dividing Fractions Using Models.md,
56,24,Mathematical-Foundations,MF1,2438,MF1.1.5.11,Dividing Fractions Using Models,4,4,214732,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,12,,,"Use the model above to determine the missing number in the equation below.

| [MATH: 13] | [MATH: ÷] | [MATH: 3] | [MATH: =] | [MATH: 13] |
| [MATH: 16] | [MATH: 4] | [FREE_ENTRY 1] |","![](<../Source/1.5.11. Dividing Fractions Using Models/Images/q-214732.png>)

Use the model above to determine the missing number in the equation below.

| $13$ | $\div$ | $3$ | $=$ | $13$ |
| ---: | :---: | ---: | :---: | ---: |
| $16$ |  | $4$ |  | $? $ |

What denominator completes the final fraction?

Answer: ==12==.","{{image-1}}

Use the model above to determine the missing number in the equation below.

| $13$ | $\div$ | $3$ | $=$ | $13$ |
| ---: | :---: | ---: | :---: | ---: |
| $16$ |  | $4$ |  | $? $ |

What denominator completes the final fraction?

Answer: ==12==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.5. Dividing Fractions/Lessons/1.5.11. Dividing Fractions Using Models.md,
57,24,Mathematical-Foundations,MF1,2438,MF1.1.5.11,Dividing Fractions Using Models,5,5,174094,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6/7,,,"Use the model above to compute the following result. Express your answer as a fraction in its lowest terms.[MATH: (3)/(5) ÷ (7)/(10) =]
[FREE_ENTRY 1]","![](<../Source/1.5.11. Dividing Fractions Using Models/Images/q-174094.png>)

Use the model above to compute the following result. Express your answer as a fraction in its lowest terms. $\frac{3}{5} \div \frac{7}{10} =$

Answer: ==6/7==.","{{image-1}}

Use the model above to compute the following result. Express your answer as a fraction in its lowest terms. $\frac{3}{5} \div \frac{7}{10} =$

Answer: ==6/7==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.5. Dividing Fractions/Lessons/1.5.11. Dividing Fractions Using Models.md,
58,24,Mathematical-Foundations,MF1,2438,MF1.1.5.11,Dividing Fractions Using Models,7,7,223163,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1 3/5,,,"Use the model above to compute the following result. Express your answer as a mixed number in its lowest terms.[MATH: (2)/(3) ÷ (5)/(12) =]
[FREE_ENTRY 1]","![](<../Source/1.5.11. Dividing Fractions Using Models/Images/q-223163.png>)

Use the model above to compute the following result. Express your answer as a mixed number in its lowest terms. $\frac{2}{3} \div \frac{5}{12} =$

Answer: ==1 3/5==.","{{image-1}}

Use the model above to compute the following result. Express your answer as a mixed number in its lowest terms. $\frac{2}{3} \div \frac{5}{12} =$

Answer: ==1 3/5==.",vault/MA/Mathematical-Foundations/MF1/1. Fractions/1.5. Dividing Fractions/Lessons/1.5.11. Dividing Fractions Using Models.md,
59,24,Mathematical-Foundations,MF1,3720,MF1.3.1.2,Subtracting a Positive Number From a Negative Number,1,1,171014,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-10,,,[MATH: − 8 − 2 =][FREE_ENTRY 1],"What is $-8 - 2$?

Answer: ==-10==.","What is $-8 - 2$?

Answer: ==-10==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.2. Subtracting a Positive Number From a Negative Number.md,
60,24,Mathematical-Foundations,MF1,3720,MF1.3.1.2,Subtracting a Positive Number From a Negative Number,3,3,170955,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-60,,,[MATH: − 36 − 24 =][FREE_ENTRY 1],"What is $-36 - 24$?

Answer: ==-60==.","What is $-36 - 24$?

Answer: ==-60==.",vault/MA/Mathematical-Foundations/MF1/3. The Number System/3.1. Addition and Subtraction of Rational Numbers/Lessons/3.1.2. Subtracting a Positive Number From a Negative Number.md,
